sra,PHA00201,PHA00428,PHA00452,PHA00653,PHA00664,PHA00667,PHA00684,PHA00727,PHA00735,PHA00821,PHA01547,PHA01808,PHA02030,PHA02031,PHA02100,PHA02123,PHA02447,PHA02529,PHA02539,PHA02541,PHA02550,PHA02553,PHA02555,PHA02566,PHA02572,PHA02582,PHA02584,PHA02587,PHA02607,PHA02613,PHA02616,PHA02664,PHA02674,PHA02685,PHA02693,PHA02701,PHA02774,PHA02776,PHA02778,PHA02779,PHA02952,PHA03067,PHA03095,PHA03111,PHA03124,PHA03127,PHA03133,PHA03134,PHA03140,PHA03144,PHA03145,PHA03146,PHA03162,PHA03173,PHA03178,PHA03179,PHA03225,PHA03230,PHA03231,PHA03232,PHA03233,PHA03242,PHA03246,PHA03247,PHA03248,PHA03252,PHA03261,PHA03263,PHA03264,PHA03270,PHA03273,PHA03275,PHA03292,PHA03293,PHA03294,PHA03302,PHA03307,PHA03309,PHA03311,PHA03321,PHA03323,PHA03325,PHA03326,PHA03332,PHA03333,PHA03342,PHA03343,PHA03344,PHA03346,PHA03348,PHA03349,PHA03352,PHA03359,PHA03362,PHA03366,PHA03367,PHA03368,PHA03369,PHA03375,PHA03380,PHA03381,PHA03384,PHA03385,PHA03387,PHA03392,PHA03393,PHA03394,PHA03399,PHA03414,PHA03415,TIGR04198,TIGR04233,TIGR04236,cd00205,cd15464,pfam00429,pfam00506,pfam00513,pfam00729,pfam00747,pfam00761,pfam00844,pfam00915,pfam00971,pfam01001,pfam01065,pfam01366,pfam01443,pfam01499,pfam01538,pfam01561,pfam01601,pfam01621,pfam01673,pfam01766,pfam02053,pfam02123,pfam02247,pfam02336,pfam02442,pfam02689,pfam02956,pfam02957,pfam03014,pfam03035,pfam03038,pfam03084,pfam03122,pfam03229,pfam03325,pfam03337,pfam03361,pfam03431,pfam03910,pfam03955,pfam04451,pfam04513,pfam04523,pfam04544,pfam04559,pfam04623,pfam05072,pfam05268,pfam05311,pfam05518,pfam05941,pfam06016,pfam06070,pfam06088,pfam06126,pfam06284,pfam07124,pfam07134,pfam08710,pfam08949,pfam09018,pfam09408,pfam11053,pfam11091,pfam11590,pfam11602,pfam12259,pfam12526,pfam12601
SRR1211686,24,2,6,8,4,16,46,69,18,4,0,0,16,0,6,0,72,18,0,4,32,2,0,0,0,0,22,0,4,18,18,26,36,0,9,0,0,2,0,0,18,0,3,0,0,0,4,0,18,55,29,0,0,0,22,6,0,0,22,9,22,0,0,33,37,0,0,20,0,4,4,0,0,24,16,0,416,18,35,0,0,0,0,0,0,0,50,0,0,0,0,0,20,36,0,18,0,0,22,20,0,0,124,10,0,21,0,3,28,0,0,2,0,0,0,0,4,4,0,8,12,6,12,0,0,0,0,6,8,0,7,0,0,0,0,0,0,14,0,0,0,3,0,20,6,0,12,0,0,27,0,0,0,27,8,4,45,0,0,39,6,0,112,0,0,2,42,4,0,0,36,8,24,0,27,6,0,8,6,4,0,0,0,0
SRR1437999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
SRR1438003,0,0,0,0,0,0,4,12,4,0,0,0,18,0,3,0,16,3,0,0,9,0,0,2,0,8,2,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,10,4,0,0,0,2,0,0,0,4,4,5,0,0,0,4,2,2,0,0,0,0,0,0,2,0,0,54,3,6,0,0,0,0,0,0,0,6,0,0,0,0,0,3,4,0,4,0,0,5,2,0,0,21,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,3,0,3,0,0,9,0,0,0,6,4,0,15,0,0,6,0,0,31,0,0,2,6,0,0,0,6,4,0,0,9,0,0,0,0,0,0,0,0,0
SRR1438011,5,0,6,0,4,0,3,36,12,4,0,0,7,0,0,0,48,6,0,0,8,0,0,6,0,24,4,0,0,0,0,2,24,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,12,35,12,0,2,0,0,0,0,0,12,6,12,0,0,3,23,0,0,6,0,0,4,0,0,3,2,0,160,3,39,0,0,0,0,0,0,0,18,0,0,2,0,4,4,13,0,10,0,0,13,2,0,0,74,2,0,12,0,0,14,0,0,0,4,0,0,0,0,0,0,6,0,3,2,0,0,0,0,2,4,0,0,3,0,0,0,0,0,9,0,0,8,0,0,4,0,0,0,0,0,12,0,0,0,18,4,2,22,0,0,20,0,0,37,0,0,0,16,2,0,0,18,2,6,0,12,0,0,2,0,0,0,0,0,0
SRR1438072,5,0,10,0,4,4,14,47,14,4,0,0,2,0,3,0,56,3,5,2,12,0,0,2,30,10,6,0,4,27,4,36,28,0,0,0,2,0,0,0,14,0,0,6,2,0,0,0,16,46,25,0,0,0,22,2,0,0,18,2,14,0,0,12,19,0,0,8,0,0,4,0,0,19,4,0,392,9,23,0,0,0,0,0,0,0,22,0,0,0,0,0,16,17,0,6,0,0,16,14,0,0,80,4,0,2,0,0,21,8,0,0,0,0,0,0,4,8,0,2,3,6,8,4,4,0,0,6,2,0,7,0,0,0,0,0,0,11,3,0,0,15,0,16,3,0,0,0,0,6,0,0,0,21,4,0,10,0,0,30,8,0,31,0,0,0,34,4,0,0,24,0,12,2,6,0,0,0,9,0,0,0,0,0
SRR1449361,10,2,6,0,0,0,35,60,20,4,0,5,2,0,3,0,80,3,0,0,8,0,0,2,10,8,4,0,0,0,16,16,40,0,0,0,0,0,0,0,20,2,0,0,0,0,8,2,22,53,26,0,4,0,10,12,0,0,24,4,20,3,2,35,41,0,0,9,6,0,4,0,0,10,2,0,335,12,39,0,0,0,0,2,0,0,32,0,0,2,0,0,20,27,0,6,0,0,23,2,0,0,124,2,0,15,0,0,7,0,0,0,0,0,0,0,4,0,0,6,3,6,13,4,0,0,0,12,8,0,0,0,0,0,0,0,0,5,0,0,0,9,0,16,3,0,9,0,0,18,0,0,0,30,0,0,30,0,0,38,9,0,81,6,0,0,30,4,0,0,30,2,30,2,18,3,0,0,0,4,0,0,0,0
SRR1449621,22,6,50,0,16,24,56,198,56,8,0,0,32,0,15,0,224,24,0,4,44,0,0,8,40,41,30,9,6,20,26,103,112,0,3,0,0,2,0,0,56,0,0,3,2,0,28,2,56,195,85,0,2,2,72,16,6,0,71,11,60,3,2,68,137,0,0,25,10,0,4,0,0,40,13,0,1101,27,190,0,0,0,0,2,0,0,118,0,0,8,0,0,64,46,0,21,0,0,61,18,0,0,380,34,0,68,2,3,91,4,0,12,0,0,0,12,14,8,0,12,6,15,18,0,8,0,6,16,32,0,21,8,0,0,0,0,0,8,12,0,31,15,0,40,15,0,27,0,0,42,0,0,2,84,48,0,73,0,0,122,32,0,165,2,0,10,143,8,0,0,102,16,35,0,42,3,0,6,6,4,0,0,0,3
SRR1449776,24,2,32,0,12,0,47,154,38,8,0,0,20,0,15,0,152,15,0,2,58,0,0,4,30,38,23,0,2,9,6,94,76,0,0,0,0,0,0,0,38,0,0,3,4,0,8,4,42,143,70,0,12,2,66,12,0,0,46,7,43,0,0,53,52,0,0,16,2,3,4,0,0,41,18,0,912,27,95,0,0,0,0,0,0,0,92,0,0,0,0,0,40,46,0,20,0,0,42,30,0,0,242,36,0,59,0,9,28,0,0,8,0,0,0,3,8,2,0,2,15,12,8,4,2,0,0,18,6,0,0,0,0,0,0,0,0,12,6,0,8,9,0,56,15,0,9,0,0,30,0,0,0,57,56,7,52,0,2,76,10,0,128,4,2,4,107,8,0,0,81,8,45,0,30,9,0,4,3,4,0,0,0,3
SRR1449798,24,0,20,0,0,0,35,95,30,4,0,5,9,0,9,0,120,6,5,0,36,0,0,6,10,33,9,0,0,0,4,37,60,0,0,0,0,4,0,0,30,0,3,6,4,0,12,6,34,93,59,0,4,0,28,6,6,0,34,2,32,3,0,39,67,0,0,21,8,0,0,0,0,6,5,0,591,21,108,0,0,0,8,0,0,2,58,0,0,0,2,2,28,34,0,12,0,0,35,8,2,0,200,16,0,36,0,6,0,0,0,0,0,0,0,3,4,2,0,6,6,12,11,0,0,0,0,6,16,0,0,2,0,0,0,0,0,11,3,0,16,3,0,32,9,0,6,0,0,27,0,0,0,45,12,2,47,0,2,62,12,0,105,2,0,0,62,2,0,0,48,6,30,0,27,0,0,6,0,4,0,0,0,0
SRR1461911,5,2,8,0,4,8,18,12,4,0,0,0,9,0,0,0,16,12,5,2,20,0,0,6,10,24,19,0,2,11,12,17,8,0,0,0,0,2,0,0,4,2,3,0,2,0,4,2,4,18,15,0,2,0,14,0,0,0,6,6,4,3,2,23,15,0,0,8,0,0,4,0,0,13,13,0,206,9,60,0,0,0,0,2,0,2,16,0,2,0,0,0,21,25,0,4,0,0,5,6,0,0,36,6,0,17,0,6,0,0,0,2,0,0,0,6,2,0,0,6,0,12,6,0,0,0,0,6,4,0,0,0,0,0,0,0,0,2,9,0,16,15,0,12,0,0,6,0,0,9,0,0,2,6,8,4,15,0,0,13,4,0,47,2,0,0,22,6,0,0,6,2,18,0,9,0,0,0,3,4,0,0,0,0
SRR1461913,10,0,20,0,4,8,33,77,24,0,0,5,2,0,0,0,96,9,5,2,20,0,0,8,10,34,14,0,0,27,14,30,48,0,0,0,0,0,0,0,24,0,3,3,4,0,8,0,24,76,37,0,0,0,24,12,0,0,28,12,27,0,0,47,44,0,0,15,4,0,0,0,0,22,8,0,476,15,44,0,0,0,0,0,0,2,38,0,0,0,0,0,35,30,0,8,2,0,29,8,0,0,136,4,0,9,0,0,28,2,0,2,0,0,0,0,4,6,0,14,6,9,4,0,2,0,0,14,8,0,0,2,0,0,0,0,0,16,3,0,0,9,0,20,0,0,0,0,0,18,0,0,0,36,4,0,30,0,0,49,12,0,88,0,0,0,44,4,0,0,39,0,36,0,18,0,0,4,9,0,0,0,0,0
SRR1491381,5,2,10,4,0,4,18,89,28,4,0,5,11,0,0,0,112,11,0,0,20,0,0,2,50,8,4,0,0,0,12,27,56,0,3,0,2,0,0,0,28,4,0,6,2,0,4,2,30,81,30,0,0,0,22,6,0,0,30,6,28,0,0,22,45,0,0,14,2,0,4,0,0,10,4,0,496,6,45,0,0,0,0,0,0,2,38,0,0,2,0,0,18,32,0,8,0,0,29,4,0,0,152,4,0,28,0,0,14,0,0,2,0,0,0,3,2,0,0,4,3,12,13,0,4,0,0,6,4,0,0,0,0,0,0,0,0,0,6,0,0,9,0,24,0,0,9,0,0,21,0,0,0,42,8,0,35,0,0,49,7,0,74,6,0,0,43,6,0,0,45,8,12,2,21,0,0,0,0,8,0,0,0,3
SRR1491414,34,0,34,0,12,0,59,106,32,8,0,0,14,0,6,0,128,15,0,0,28,0,2,12,0,66,25,0,2,9,22,94,64,0,3,0,0,4,0,0,33,0,3,6,10,0,8,6,32,125,56,0,0,2,72,8,6,0,44,12,42,3,2,63,59,0,2,41,14,4,4,0,0,36,22,0,965,24,136,0,0,0,0,2,0,0,64,0,2,2,0,0,61,71,0,12,0,0,40,10,2,0,191,20,0,28,0,3,84,0,0,2,0,0,0,0,12,0,0,12,6,15,16,0,10,0,0,12,10,0,0,2,0,0,0,0,0,12,3,0,21,12,0,44,6,0,3,0,0,42,2,0,0,48,8,10,71,0,0,83,15,0,182,2,0,6,108,10,0,0,54,8,41,0,42,3,0,4,3,8,0,0,0,0
SRR1491449,0,2,20,0,8,0,35,119,38,0,0,0,9,0,3,0,152,8,0,2,20,0,0,2,10,8,16,0,2,0,14,34,76,0,0,0,0,2,0,0,39,0,3,3,2,0,4,0,38,111,40,0,2,4,30,6,0,0,38,6,42,0,0,38,49,0,2,17,2,0,4,0,0,20,0,0,637,12,81,0,0,0,0,0,0,0,52,0,0,0,0,2,43,39,0,10,0,0,44,10,0,0,202,8,0,7,0,0,21,4,0,0,0,0,0,0,2,6,0,6,12,12,4,0,6,0,0,8,2,0,0,2,0,0,0,0,0,36,6,0,8,12,0,16,3,0,3,0,0,12,2,0,0,57,8,0,20,2,0,80,6,0,72,0,0,0,66,0,0,0,60,4,18,0,12,0,0,2,0,0,0,0,0,0
SRR1491482,26,2,24,0,8,12,57,114,28,4,0,0,30,0,3,0,112,8,0,0,21,0,0,8,10,32,24,0,0,9,16,59,56,0,0,0,0,0,0,0,28,0,0,3,2,0,8,0,30,104,60,0,6,0,46,10,2,0,37,0,30,3,2,44,43,0,0,14,6,0,4,0,0,20,8,0,621,21,70,0,0,0,0,2,0,0,62,0,0,0,0,0,44,19,0,5,0,0,32,12,0,0,179,12,0,34,0,3,42,0,0,4,0,2,0,0,8,0,0,8,0,15,12,0,0,0,0,14,6,0,0,0,0,0,0,0,0,10,0,0,7,3,0,28,3,0,6,0,0,6,0,0,0,42,20,4,10,0,0,64,12,0,54,0,2,6,65,6,0,0,60,4,42,0,6,3,0,2,3,0,0,0,0,0
SRR1491549,0,0,4,0,4,4,19,48,16,0,0,0,9,0,0,0,64,5,5,2,16,0,0,2,10,10,16,0,4,9,4,15,32,0,0,0,0,2,0,0,17,0,0,3,4,0,4,0,16,43,18,0,0,4,22,6,0,0,18,2,18,0,0,28,28,0,2,8,2,0,0,0,0,14,6,0,308,3,32,0,0,0,0,0,0,0,30,2,0,0,0,0,34,21,0,0,2,0,18,6,2,0,96,4,0,6,0,3,21,2,0,2,0,0,0,0,2,4,0,0,0,6,2,0,2,0,0,2,4,0,0,0,0,0,0,0,0,0,9,0,0,9,0,40,0,0,6,0,0,0,2,0,0,24,8,2,0,0,0,42,4,0,6,2,0,2,29,2,0,0,24,4,6,0,0,0,0,2,3,0,0,0,0,0
SRR1491550,29,2,24,8,16,12,49,138,46,4,0,0,2,0,9,0,184,31,0,2,36,0,0,10,60,40,19,3,2,9,28,48,92,0,0,0,0,4,0,0,46,2,3,9,6,0,4,0,50,139,51,0,6,0,36,4,6,0,50,8,51,0,0,40,75,0,4,22,2,5,8,0,2,20,15,0,910,30,73,0,0,0,2,0,0,0,68,0,0,2,0,2,48,54,0,12,0,0,50,14,0,0,252,16,0,28,0,0,63,0,0,8,0,0,0,3,4,4,0,14,6,15,10,0,4,0,0,10,6,0,0,4,0,0,0,0,0,27,6,0,0,12,0,64,9,0,9,0,0,24,0,0,0,69,20,2,40,0,2,95,12,0,116,0,0,2,90,4,0,0,69,14,42,2,24,3,0,0,3,8,0,0,0,0
SRR1569277,38,2,26,0,4,16,49,148,46,4,0,0,7,0,0,0,184,22,0,2,26,0,2,2,20,8,27,0,0,9,16,23,92,0,0,0,0,2,0,0,46,0,0,0,2,0,4,4,52,144,49,0,0,0,14,10,0,0,50,4,52,12,2,28,76,0,2,17,0,2,4,0,0,16,5,0,575,9,61,0,0,0,0,2,0,0,70,0,2,0,0,0,12,33,0,10,0,0,52,8,0,0,259,12,0,19,0,0,7,0,0,2,0,0,0,0,4,0,0,2,9,15,10,0,0,0,0,2,12,0,6,0,0,0,0,0,0,3,3,0,0,6,0,20,0,0,15,0,0,42,0,0,0,69,4,3,70,0,0,78,4,0,148,0,0,0,81,0,0,0,75,0,18,0,42,3,0,10,3,8,0,0,0,0
SRR1569278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1569292,38,2,22,0,4,16,36,154,48,4,0,0,7,0,3,0,192,22,0,2,30,0,2,0,10,0,25,0,0,9,12,23,96,0,0,0,0,2,0,0,48,0,0,0,2,0,4,4,54,145,51,0,0,0,14,10,0,0,52,7,48,9,4,16,78,0,2,21,0,0,0,0,0,16,5,0,592,3,58,0,0,0,0,4,0,0,70,0,2,2,0,0,5,41,0,14,0,0,53,8,0,0,269,6,0,20,0,0,7,0,0,2,0,0,0,3,4,0,0,4,12,12,12,0,0,0,0,4,12,0,6,0,0,0,0,0,0,3,6,0,0,12,0,20,3,0,15,0,0,51,0,0,0,72,4,3,85,0,0,77,4,0,164,0,0,0,79,0,0,0,78,0,0,0,51,3,0,12,3,4,0,0,0,0
SRR1569408,19,0,6,0,4,8,43,66,22,16,0,0,9,0,3,0,88,28,0,2,32,0,0,2,20,8,28,0,2,18,18,20,44,0,9,0,0,2,0,0,22,2,3,0,0,0,8,0,24,62,28,0,0,0,18,6,0,0,26,18,26,3,2,28,28,0,0,18,0,2,12,0,0,20,2,0,407,21,61,0,0,0,0,2,0,0,36,0,0,2,0,2,24,44,0,22,2,0,26,12,0,0,118,14,0,9,0,0,14,2,0,2,0,0,0,0,4,2,0,10,6,12,10,0,0,0,0,4,2,0,0,0,0,0,0,0,0,2,0,0,8,15,0,24,3,0,12,0,0,48,0,0,0,33,4,0,82,0,4,45,10,0,165,0,0,2,38,4,0,0,33,8,36,0,48,9,0,8,6,12,0,0,0,0
SRR1569410,0,0,6,0,0,8,11,42,14,8,0,0,0,0,9,0,56,25,6,6,8,0,2,0,0,0,5,0,2,18,8,9,28,0,6,0,0,2,0,0,14,0,3,0,0,0,4,0,12,37,14,0,0,0,8,0,0,0,14,4,14,3,0,8,23,0,0,14,0,0,8,0,0,18,2,0,235,12,28,0,0,0,0,0,0,0,22,0,0,0,0,0,7,13,0,2,4,0,14,16,0,0,80,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,6,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,0,3,0,12,9,0,3,0,0,3,0,0,0,21,8,0,7,0,0,25,8,0,27,0,0,0,22,0,0,0,21,2,6,0,3,3,2,4,6,4,0,0,0,0
SRR1569742,81,2,32,0,20,20,79,103,26,16,0,0,32,0,9,0,104,26,6,6,68,0,2,14,0,76,33,0,2,22,8,73,52,0,3,0,0,6,0,0,26,0,6,6,0,0,4,8,22,98,58,0,4,2,54,8,4,0,28,26,32,3,6,62,58,0,2,31,12,4,4,0,4,34,13,0,893,24,226,0,0,0,8,6,0,4,86,2,0,4,0,2,61,57,0,19,2,0,32,14,0,0,186,20,0,58,2,0,77,2,0,16,0,0,0,0,8,6,0,10,3,3,12,0,6,0,0,10,10,0,7,2,0,0,0,0,0,62,6,0,55,0,0,28,9,0,12,0,0,36,0,0,4,39,32,14,60,0,0,70,20,0,199,4,2,4,110,16,0,0,54,14,36,0,36,18,0,8,6,12,0,0,0,0
SRR1632452,4,0,6,0,4,0,6,10,0,0,0,0,2,0,0,0,0,6,0,2,12,0,2,0,0,0,4,0,0,2,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,18,4,2,0,9,0,2,3,0,20,8,0,0,2,0,0,0,0,0,14,0,0,101,6,24,0,0,0,0,0,0,0,6,0,0,0,0,0,20,7,0,0,0,0,0,10,0,0,18,8,0,10,0,0,28,0,0,2,0,0,0,0,4,0,0,4,6,6,2,0,2,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,7,3,0,8,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,11,4,0,8,0,0,0,4,0,0,0,6,2,12,0,0,3,0,2,0,8,0,0,0,0
SRR1632453,2,0,6,0,4,0,6,10,0,0,0,0,2,0,0,0,0,6,0,2,12,0,2,0,0,0,4,0,0,2,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,18,4,2,0,8,0,2,3,0,20,8,0,0,2,0,0,0,0,0,14,0,0,103,6,24,0,0,0,0,0,0,0,6,0,0,0,0,0,17,7,0,0,0,0,0,10,0,0,18,8,0,10,0,0,28,2,0,2,0,0,0,0,4,0,0,4,6,6,2,0,2,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,7,3,0,8,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,9,4,0,8,0,0,0,4,0,0,0,6,2,12,0,0,3,0,2,0,8,0,0,0,0
SRR1632454,2,0,6,0,4,0,6,10,0,0,0,0,2,0,0,0,0,6,0,2,12,0,2,0,0,0,4,0,0,2,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,18,4,2,0,8,0,2,3,0,20,8,0,0,2,0,0,0,0,0,14,0,0,101,6,24,0,0,0,0,0,0,0,6,0,0,0,0,0,20,7,0,0,0,0,0,10,0,0,18,8,0,10,0,0,28,0,0,2,0,0,0,0,4,0,0,4,6,6,2,0,2,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,7,3,0,12,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,11,4,0,8,0,0,0,4,0,0,0,6,2,12,0,0,3,0,2,0,8,0,0,0,0
SRR1632455,2,0,6,0,4,0,6,10,0,0,0,0,2,0,0,0,0,6,0,2,20,0,2,0,0,0,4,0,0,2,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,18,4,2,0,8,0,2,3,0,20,8,0,0,2,0,0,0,0,0,14,0,0,105,6,24,0,0,0,0,0,0,2,6,0,0,0,0,0,20,7,0,0,0,0,0,10,0,0,18,8,0,16,0,0,28,2,0,2,0,0,0,0,4,0,0,4,6,6,2,0,2,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,7,3,0,12,0,0,0,0,0,0,0,0,2,0,4,2,0,0,2,11,4,0,8,0,0,0,4,0,0,2,6,2,12,0,0,3,0,2,0,8,0,0,0,0
SRR1632456,2,0,6,0,4,0,9,16,2,0,0,0,2,0,0,0,8,6,0,2,12,0,4,0,0,0,4,0,0,2,0,32,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,18,4,0,0,0,18,4,2,0,8,0,4,3,0,24,10,0,0,2,0,0,0,0,0,14,0,0,117,9,26,0,0,0,0,0,0,0,8,0,0,0,0,0,20,7,0,0,2,0,2,10,0,0,28,8,0,10,0,0,35,0,0,2,0,0,0,0,4,0,0,4,6,6,2,0,2,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,7,3,0,8,0,0,0,0,0,0,0,0,2,3,4,0,0,0,2,14,4,0,8,0,0,0,9,0,0,0,9,2,18,0,0,3,0,2,0,8,0,0,0,0
SRR1632799,4,0,14,4,8,8,22,166,38,0,0,0,4,0,6,0,176,9,0,2,40,0,2,2,0,10,11,0,0,4,4,39,88,0,0,0,0,0,0,0,39,0,0,0,0,0,4,0,44,126,42,0,0,2,22,10,4,0,44,9,43,3,0,35,86,0,0,20,0,0,0,0,0,18,2,0,580,12,123,2,0,0,0,0,0,2,76,0,0,4,0,2,21,20,0,7,0,0,42,18,0,0,290,16,0,46,0,0,42,0,0,2,0,0,0,0,6,0,0,12,6,6,8,0,4,0,2,4,22,0,0,0,0,0,0,0,0,15,0,0,23,3,0,20,6,0,6,0,0,15,2,0,4,63,20,0,25,0,4,71,6,0,74,2,0,0,56,4,0,0,81,10,12,0,15,3,0,2,0,20,0,0,0,0
SRR1632809,0,0,2,0,0,0,4,53,12,0,0,0,0,0,0,0,72,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,36,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,16,34,12,0,0,2,4,2,0,0,14,5,12,0,0,4,21,0,0,12,0,6,0,0,0,4,0,0,112,0,34,0,0,0,0,0,0,0,20,0,0,4,0,2,2,4,0,5,0,0,14,0,0,0,103,2,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,12,2,0,0,24,4,0,20,0,0,19,2,0,43,0,0,0,14,2,0,0,21,2,0,0,12,3,0,0,0,4,0,0,0,0
SRR1632849,0,0,4,0,0,0,9,23,6,0,0,0,0,0,0,0,24,3,0,0,0,0,0,0,0,0,4,3,0,0,0,8,12,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,6,20,9,0,0,0,2,0,0,0,8,0,8,3,0,12,7,0,0,0,0,0,0,0,0,2,0,0,114,9,10,0,0,0,0,0,0,0,8,0,0,0,0,0,9,4,0,0,0,0,6,0,0,0,32,4,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,11,0,0,0,0,0,0,11,2,0,0,12,2,18,0,0,3,0,0,0,0,0,0,0,0
SRR1632852,0,0,0,0,0,0,10,11,2,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,7,4,0,0,0,0,0,0,0,2,0,4,3,0,12,6,0,0,0,0,0,0,0,0,0,0,0,50,6,3,0,0,0,0,0,0,0,8,0,0,0,0,0,4,6,0,0,0,0,2,0,0,0,18,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,6,0,12,0,0,3,0,0,0,0,0,0,0,0
SRR1632856,2,0,4,0,0,0,10,11,2,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,2,0,0,0,0,12,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,11,4,0,0,0,6,0,0,0,4,0,4,3,0,8,2,0,0,0,0,0,0,0,0,2,0,0,101,6,3,0,0,0,0,0,0,0,10,0,0,0,0,0,4,7,0,0,0,0,2,0,0,0,16,8,0,4,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,2,0,3,0,0,2,0,0,0,11,2,0,0,6,0,12,0,0,3,0,0,0,0,0,0,0,0
SRR1633165,40,0,16,4,24,0,36,143,36,0,0,0,22,0,9,0,144,16,10,4,53,0,0,0,10,9,21,0,2,27,8,67,72,0,3,0,0,0,0,0,36,0,0,6,0,0,4,2,38,114,59,0,8,4,50,16,4,0,61,13,37,3,2,74,59,2,4,22,6,4,0,0,4,27,15,0,824,24,83,0,0,0,0,2,0,0,84,0,0,0,0,2,58,64,0,14,2,0,39,14,0,0,247,30,0,63,0,12,56,4,0,4,0,0,0,3,24,6,0,14,3,9,11,4,6,0,0,2,10,0,0,2,0,0,0,0,0,4,6,0,7,0,0,28,9,0,12,0,0,24,0,0,0,54,48,3,42,4,0,74,19,0,121,0,0,2,73,16,0,0,72,14,30,0,24,9,0,4,9,8,0,0,0,0
