sra,PHA00201,PHA00428,PHA00452,PHA00653,PHA00664,PHA00667,PHA00684,PHA00727,PHA00735,PHA00821,PHA01547,PHA01808,PHA02030,PHA02031,PHA02100,PHA02123,PHA02447,PHA02529,PHA02539,PHA02541,PHA02550,PHA02553,PHA02555,PHA02566,PHA02572,PHA02582,PHA02584,PHA02587,PHA02607,PHA02613,PHA02616,PHA02664,PHA02674,PHA02685,PHA02693,PHA02701,PHA02774,PHA02776,PHA02778,PHA02779,PHA02952,PHA03067,PHA03095,PHA03111,PHA03124,PHA03127,PHA03133,PHA03134,PHA03140,PHA03144,PHA03145,PHA03146,PHA03162,PHA03173,PHA03178,PHA03179,PHA03225,PHA03230,PHA03231,PHA03232,PHA03233,PHA03242,PHA03246,PHA03247,PHA03248,PHA03252,PHA03261,PHA03263,PHA03264,PHA03270,PHA03273,PHA03275,PHA03292,PHA03293,PHA03294,PHA03302,PHA03307,PHA03309,PHA03311,PHA03321,PHA03323,PHA03325,PHA03326,PHA03332,PHA03333,PHA03342,PHA03343,PHA03344,PHA03346,PHA03348,PHA03349,PHA03352,PHA03359,PHA03362,PHA03366,PHA03367,PHA03368,PHA03369,PHA03375,PHA03380,PHA03381,PHA03384,PHA03385,PHA03387,PHA03392,PHA03393,PHA03394,PHA03399,PHA03414,PHA03415,TIGR04198,TIGR04233,TIGR04236,cd00205,cd15464,pfam00429,pfam00506,pfam00513,pfam00729,pfam00747,pfam00761,pfam00844,pfam00915,pfam00971,pfam01001,pfam01065,pfam01366,pfam01443,pfam01499,pfam01538,pfam01561,pfam01601,pfam01621,pfam01673,pfam01766,pfam02053,pfam02123,pfam02247,pfam02336,pfam02442,pfam02689,pfam02956,pfam02957,pfam03014,pfam03035,pfam03038,pfam03084,pfam03122,pfam03229,pfam03325,pfam03337,pfam03361,pfam03431,pfam03910,pfam03955,pfam04451,pfam04513,pfam04523,pfam04544,pfam04559,pfam04623,pfam05072,pfam05268,pfam05311,pfam05518,pfam05941,pfam06016,pfam06070,pfam06088,pfam06126,pfam06284,pfam07124,pfam07134,pfam08710,pfam08949,pfam09018,pfam09408,pfam11053,pfam11091,pfam11590,pfam11602,pfam12259,pfam12526,pfam12601
SRR3132298,0,0,10,0,8,4,0,29,8,0,0,0,19,0,0,0,32,6,0,0,8,0,0,0,0,2,13,0,4,2,4,22,16,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,31,12,0,0,0,12,4,2,0,12,3,8,0,0,11,9,0,0,10,0,0,0,0,0,4,2,0,223,0,9,0,0,0,2,0,0,0,12,0,0,4,0,0,16,14,0,6,0,0,8,0,0,0,44,6,0,10,0,0,28,0,0,6,0,0,0,3,4,0,0,4,3,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,6,0,0,9,0,0,2,12,4,0,15,0,0,18,2,0,38,0,0,2,24,0,0,0,15,0,0,0,9,0,0,0,0,0,0,0,0,0
SRR3132336,0,2,0,0,0,8,0,6,2,0,0,0,2,0,0,0,8,0,0,0,8,0,2,2,0,8,2,0,0,0,2,5,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,5,2,0,0,0,2,0,0,0,2,0,2,0,0,4,2,0,0,0,0,0,0,0,0,2,0,0,70,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,2,9,0,4,0,0,2,2,0,0,10,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,3,0,0,10,0,0,3,0,0,16,0,0,0,4,2,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0
SRR3132347,31,4,38,0,20,24,28,251,70,12,0,0,73,0,6,0,288,29,10,0,60,0,2,8,30,48,39,0,2,31,32,121,144,0,6,0,0,0,0,0,72,0,0,6,2,0,16,4,70,225,118,0,2,2,76,14,6,0,82,10,70,0,4,53,93,2,2,25,4,0,4,0,0,42,4,0,1249,6,127,0,0,0,0,4,0,0,104,0,0,8,0,4,56,50,0,10,0,0,77,24,0,0,391,22,0,57,0,3,63,0,0,10,0,0,0,3,10,8,0,18,3,30,12,4,2,0,0,22,8,0,0,0,0,0,0,0,0,18,3,0,14,9,0,32,6,0,15,0,0,42,0,0,4,108,28,11,70,2,0,133,20,0,186,2,0,8,143,6,0,0,129,6,5,0,42,12,0,4,9,20,0,0,0,3
SRR3132348,19,0,2,0,0,4,0,6,2,0,0,0,8,0,0,0,8,3,0,0,0,0,0,2,0,8,4,0,0,0,4,8,4,0,3,0,0,0,0,0,2,0,0,3,0,0,0,0,2,7,2,0,0,0,4,0,0,0,4,0,2,0,0,0,2,0,0,6,0,0,0,0,0,2,0,0,90,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,9,8,0,2,0,0,2,0,0,0,10,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,2,3,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,19,0,0,2,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR3132360,4,0,12,0,4,0,7,40,10,4,0,0,17,0,3,0,40,2,0,0,12,0,0,2,10,15,6,0,0,0,6,20,20,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,10,42,22,0,2,0,20,0,2,0,12,5,12,0,0,13,18,0,0,6,2,0,0,0,0,6,0,0,251,6,44,0,0,0,0,0,0,0,20,0,0,0,0,0,16,16,0,2,0,0,12,2,0,0,68,4,0,14,0,0,7,0,0,2,0,0,0,3,2,4,0,4,0,3,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,3,0,8,0,0,12,3,0,0,0,0,9,0,0,0,15,4,3,15,0,0,23,6,0,40,2,0,2,24,0,0,0,21,0,6,0,9,0,0,0,0,0,0,0,0,0
SRR3132396,2,0,6,0,4,4,0,18,6,4,0,0,17,0,0,0,24,6,0,0,4,0,0,2,0,8,2,0,0,2,2,18,12,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,21,16,0,0,0,8,2,4,0,8,3,6,0,0,4,6,0,0,11,0,0,0,0,0,2,0,0,194,0,9,0,0,0,0,0,0,0,8,0,0,4,0,0,9,10,0,4,0,0,6,0,0,0,32,2,0,9,0,0,21,2,0,4,0,0,0,0,2,0,0,4,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,6,0,0,2,9,4,0,10,0,0,13,4,0,36,0,0,2,29,0,0,0,9,2,0,0,6,0,0,0,0,0,0,0,0,0
SRR3132398,2,0,6,0,4,0,0,29,8,0,0,0,0,0,3,0,32,6,0,0,4,0,0,0,10,0,6,0,0,2,2,10,16,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,27,12,0,0,0,6,4,2,0,8,3,8,0,0,8,9,0,0,6,0,0,0,0,0,0,0,0,151,3,12,0,0,0,0,0,0,0,10,0,0,2,0,0,4,6,0,2,0,0,8,0,0,0,42,0,0,5,0,0,7,0,0,4,0,0,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,3,0,0,2,12,0,0,5,0,0,14,0,0,19,0,0,2,22,0,0,0,15,0,0,0,3,0,0,0,0,0,0,0,0,0
SRR3132400,19,0,4,0,0,0,0,18,6,0,0,0,7,0,0,0,24,3,0,0,0,0,0,2,10,8,2,0,0,2,4,11,12,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,19,12,0,0,0,6,0,2,0,8,3,6,0,0,4,7,2,2,10,0,0,0,0,0,2,0,0,150,0,9,0,0,0,0,0,0,0,6,0,0,2,0,0,11,6,0,2,0,0,7,0,0,0,31,2,0,4,0,0,7,0,0,6,2,0,0,3,2,0,0,2,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,3,0,0,2,9,4,0,5,0,0,13,2,0,30,0,0,2,21,0,0,0,9,2,0,0,3,0,0,0,0,0,0,0,0,0
SRR3132404,0,2,2,0,0,0,3,11,2,4,0,0,4,0,0,0,8,3,0,0,0,0,0,0,0,0,2,0,0,0,4,3,4,0,3,0,0,0,0,0,2,2,0,0,0,0,0,0,2,9,8,0,0,0,2,0,0,0,4,0,2,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,76,3,3,0,0,0,0,2,0,0,4,0,0,0,0,2,0,4,0,4,0,0,2,2,0,0,12,0,0,2,0,3,14,0,0,0,0,0,0,0,2,0,0,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,3,0,4,10,0,0,3,0,0,18,0,0,0,6,0,0,0,6,0,6,0,6,0,0,0,0,0,0,0,0,0
SRR3132406,6,0,14,0,4,8,8,52,14,4,0,0,17,0,3,0,56,5,0,0,16,0,0,0,10,7,9,0,0,9,6,21,28,0,0,0,0,0,0,0,14,0,0,0,2,0,8,0,14,54,20,0,2,0,16,0,2,0,16,3,14,0,0,4,14,0,0,6,2,0,0,0,0,6,0,0,304,3,25,0,0,0,0,0,0,0,22,0,0,0,0,0,12,15,0,6,0,0,16,2,0,0,75,2,0,10,0,0,0,0,0,2,0,0,0,0,2,6,0,6,0,3,6,0,2,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,3,0,0,0,0,12,0,0,0,21,4,3,20,0,0,29,6,0,46,0,0,2,30,0,0,0,27,0,0,0,12,3,0,0,3,0,0,0,0,0
SRR3132412,4,0,4,0,4,0,0,36,12,8,0,0,8,0,0,0,48,4,0,0,4,0,0,0,0,0,6,0,0,0,4,10,24,0,0,0,0,0,0,0,12,0,0,0,2,0,4,0,10,31,24,0,2,0,10,0,0,0,12,3,12,0,0,3,18,2,2,2,0,0,0,0,0,4,0,0,198,0,19,0,0,0,0,0,0,0,16,0,0,0,2,0,6,8,0,2,0,0,12,4,0,0,69,4,0,11,0,0,7,2,0,0,0,0,0,0,0,4,0,2,0,3,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,18,8,2,5,0,0,22,2,0,11,0,0,2,14,0,0,0,18,0,0,0,3,0,0,0,0,0,0,0,0,0
SRR3132422,2,0,6,0,4,0,0,30,10,0,0,0,7,0,0,0,40,3,0,0,8,0,0,2,0,8,8,0,2,2,4,12,20,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,31,12,0,0,0,8,2,0,0,12,0,10,0,0,4,10,0,0,7,0,0,0,0,0,2,0,0,181,0,12,0,0,0,0,0,0,0,12,0,0,2,0,0,8,4,0,2,0,0,10,0,0,0,52,2,0,8,0,0,21,0,0,6,0,0,0,0,2,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,2,15,4,0,5,0,0,19,2,0,19,0,0,0,21,2,0,0,15,2,0,0,3,0,0,0,0,0,0,0,0,0
SRR3132424,0,0,2,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,21,0,24,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
SRR3132450,2,0,8,0,4,4,0,41,12,4,0,0,17,0,3,0,48,6,0,0,8,0,0,2,0,8,11,0,2,11,4,16,24,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,12,37,18,0,0,2,8,4,2,0,14,3,12,0,0,9,13,0,0,11,0,0,0,0,0,4,2,0,204,3,12,0,0,0,0,0,0,0,14,0,0,4,0,0,7,13,0,6,0,0,12,2,0,0,64,2,0,10,0,0,21,0,0,6,0,0,0,3,2,0,0,4,3,3,2,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,3,0,0,3,0,0,3,0,6,0,0,9,0,0,2,18,4,0,15,0,0,21,2,0,44,0,0,0,31,2,0,0,21,2,0,0,9,0,0,0,3,0,0,0,0,0
SRR3132454,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,9,4,2,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,7,2,0,0,0,2,0,0,0,2,3,2,3,0,0,6,0,0,2,0,0,0,0,0,0,2,0,46,0,3,0,0,0,0,0,0,0,8,0,0,2,0,0,0,4,0,2,0,0,2,0,0,0,20,2,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,4,0,5,0,0,3,2,0,16,2,0,0,2,0,0,0,6,2,0,0,3,0,0,0,3,0,0,0,0,0
SRR3132466,2,0,2,0,4,0,0,12,4,0,0,0,2,0,6,0,16,3,0,0,4,0,0,0,0,0,8,0,0,9,2,9,8,0,0,0,0,0,0,0,4,0,0,0,2,0,4,0,4,12,4,0,2,0,12,0,0,0,6,3,4,0,0,4,4,0,0,8,0,0,0,0,0,4,0,0,109,6,5,0,0,0,0,0,0,0,4,0,0,0,0,0,11,10,0,6,0,0,4,0,4,0,20,0,0,7,0,0,0,0,0,2,0,0,0,0,2,2,0,2,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,9,0,0,0,6,0,3,15,0,0,10,0,0,39,0,0,2,8,0,0,0,6,0,0,0,9,0,0,0,3,0,0,0,0,0
SRR3132478,0,0,8,0,0,0,3,18,6,4,0,0,10,0,6,0,24,3,0,0,4,0,0,0,0,0,6,0,0,0,4,12,12,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,6,22,10,0,0,0,8,2,0,0,8,3,6,0,0,8,7,0,0,4,0,0,0,0,0,2,0,0,146,9,9,0,0,0,0,0,0,0,6,0,0,2,0,0,5,8,0,2,0,0,6,0,0,0,30,0,0,3,0,0,7,0,0,2,0,0,0,0,2,0,0,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,3,0,0,3,0,0,0,9,0,0,5,0,0,11,0,0,11,0,0,0,20,0,0,0,9,0,6,0,3,0,0,0,0,0,0,0,0,0
SRR3132480,2,0,6,0,0,4,4,18,6,0,0,0,0,0,6,0,24,6,0,0,4,0,0,0,0,0,4,0,0,0,2,4,12,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,22,10,0,2,2,2,4,0,0,10,3,6,0,0,12,6,0,0,4,0,0,0,0,0,2,0,0,118,3,9,0,0,0,0,0,0,0,8,0,0,2,0,0,7,4,0,2,0,0,8,0,0,0,30,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,2,3,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,6,0,0,3,0,0,0,9,0,0,5,0,0,14,0,0,17,0,0,0,22,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0
SRR3171107,0,0,4,0,4,0,8,36,10,0,0,0,0,0,9,0,48,0,6,0,17,0,0,2,0,8,2,0,0,18,0,17,24,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,12,32,12,0,4,0,12,2,0,0,12,4,11,2,0,8,20,0,0,2,2,0,0,0,0,2,4,0,188,9,17,0,0,0,0,0,0,0,16,0,2,0,0,0,5,10,0,4,0,0,11,0,0,0,73,2,0,2,0,6,14,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,6,0,0,0,18,4,8,10,0,0,18,8,0,20,4,0,0,17,0,0,0,18,0,6,0,6,3,0,0,6,8,0,0,0,3
SRR3171108,10,0,4,0,0,0,10,6,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,2,6,14,0,0,0,8,2,0,0,2,0,2,3,0,7,7,0,0,2,8,0,0,0,0,0,0,0,64,3,15,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,6,0,10,0,0,0,10,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0
SRR3181910,0,0,0,0,0,0,3,6,2,0,0,0,2,0,0,0,8,3,0,0,4,0,0,0,0,0,2,0,0,0,0,15,4,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,2,5,8,0,0,0,10,2,0,0,6,0,2,3,2,16,2,0,0,4,2,0,0,0,0,10,0,0,86,3,29,0,0,0,0,2,0,2,2,0,0,0,0,2,10,4,0,0,0,0,2,4,0,0,10,2,0,3,0,3,21,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,2,0,2,0,0,0,2,4,0,0,3,0,6,0,0,0,0,0,0,4,0,0,0,0
SRR3182348,2,0,8,0,4,4,10,81,22,8,0,0,9,0,0,0,88,9,0,2,12,0,0,2,0,8,6,0,2,0,4,37,44,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,24,72,24,0,0,0,20,4,4,0,24,8,24,3,0,31,40,0,0,10,0,0,0,0,0,16,2,0,451,6,54,0,0,0,0,0,0,0,46,0,0,2,0,0,22,27,0,4,0,0,22,12,0,0,144,18,0,24,0,0,42,0,0,2,0,0,0,0,2,0,0,8,6,9,0,0,4,0,0,2,8,0,0,0,0,0,0,0,0,3,0,0,7,3,0,20,0,0,6,0,0,6,0,0,0,33,20,2,10,0,2,46,2,0,26,0,0,0,37,4,0,0,42,2,12,4,6,3,0,4,0,16,0,0,0,0
SRR3182384,53,0,30,12,28,4,60,124,28,12,0,5,43,0,9,0,112,8,0,0,64,0,2,10,0,51,40,0,2,9,28,87,56,0,3,0,0,2,0,0,28,0,6,0,4,0,0,4,38,120,77,0,2,0,56,16,6,0,54,38,28,6,2,91,43,0,0,79,6,4,0,0,2,55,13,0,1258,33,133,0,4,0,0,2,0,2,78,0,6,6,0,2,81,154,0,28,0,0,39,62,0,0,189,20,0,55,0,3,252,2,0,6,0,2,2,6,24,8,0,46,3,30,8,0,4,0,0,50,6,0,0,0,0,0,0,0,0,54,6,0,23,3,0,60,9,0,9,0,0,60,0,0,0,42,32,33,100,2,0,77,40,0,336,0,0,2,106,36,0,0,66,12,48,0,60,15,0,0,3,12,0,0,0,0
SRR3183298,5,0,4,0,0,4,17,35,10,4,0,10,2,0,0,0,40,12,0,0,4,0,0,2,0,15,4,0,0,0,4,13,20,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,32,18,0,0,0,16,2,0,0,12,0,12,3,0,24,18,0,0,2,0,0,0,0,0,8,2,0,205,9,17,0,0,0,0,0,0,0,18,0,0,0,0,2,19,6,0,0,0,0,12,6,0,0,58,2,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3,6,2,0,2,0,0,0,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,15,0,0,0,0,2,23,4,0,6,0,0,0,19,2,0,0,18,4,18,2,0,3,0,0,0,4,0,0,0,0
SRR3184961,0,0,8,0,12,0,27,97,24,0,0,5,11,0,0,0,96,6,0,2,28,0,2,0,30,0,7,3,0,2,4,67,48,0,0,0,0,0,0,0,24,0,0,0,2,0,4,2,24,77,33,0,6,0,60,8,2,0,38,4,28,0,0,66,50,0,2,10,2,0,0,0,0,30,16,0,587,21,61,0,0,0,0,0,0,2,44,0,0,6,0,2,48,14,0,0,0,0,26,14,2,0,144,10,0,26,0,0,49,0,0,2,0,0,0,0,14,2,0,2,12,3,2,0,4,0,0,4,10,0,0,3,0,0,0,0,0,3,0,0,7,6,0,12,0,0,6,0,0,0,0,0,2,36,4,5,0,0,2,53,12,0,24,2,0,6,43,6,0,0,51,2,42,0,0,3,0,2,0,8,0,0,0,0
SRR3184994,9,0,16,0,12,12,51,183,46,8,0,5,4,0,6,0,184,12,10,0,52,0,2,0,20,0,11,3,0,2,8,86,92,0,0,0,0,0,0,0,47,2,0,3,2,0,4,0,46,146,55,0,0,2,76,10,2,0,64,6,49,3,0,74,85,0,2,10,8,3,0,0,0,38,19,0,991,21,99,0,0,0,0,0,0,2,96,0,0,0,0,4,68,33,0,4,0,0,50,14,0,0,295,26,0,49,0,0,91,0,0,10,0,0,0,0,18,4,0,6,9,0,10,0,6,0,0,4,16,0,0,3,0,0,0,0,0,12,0,0,7,0,0,20,6,0,15,0,0,3,2,0,2,69,28,2,5,6,2,87,10,0,37,4,0,10,83,8,0,0,96,6,30,0,3,6,0,0,0,12,0,0,0,0
SRR3185016,2,0,8,4,8,12,24,58,16,0,0,0,13,0,0,0,64,6,5,2,20,0,4,0,0,2,10,3,4,2,6,71,32,0,0,0,0,0,0,0,17,2,0,0,2,0,0,0,18,50,24,0,2,2,46,4,0,0,26,6,19,3,0,44,37,0,2,6,4,0,0,0,0,30,8,0,455,12,56,0,0,0,0,0,0,2,34,0,0,2,0,2,37,18,0,0,0,0,17,16,0,0,96,8,0,28,0,0,56,0,0,4,0,0,0,0,10,2,0,4,12,6,4,4,4,0,2,0,8,0,0,0,0,0,0,0,0,15,0,0,7,3,0,8,0,0,12,0,0,0,2,0,2,24,12,2,0,0,2,35,6,0,18,0,0,4,35,10,0,0,30,2,24,0,0,6,0,0,0,8,0,0,0,0
SRR3185163,7,0,8,0,12,0,33,118,36,4,0,0,11,0,3,0,144,24,6,4,49,0,2,0,20,0,8,0,2,11,4,60,72,0,6,0,0,0,0,0,36,0,0,0,2,0,0,0,38,102,40,0,6,2,36,12,2,0,50,10,38,3,0,64,59,0,0,4,0,5,0,0,0,28,11,0,743,12,81,0,0,0,0,0,0,0,72,0,0,6,0,8,51,26,2,4,0,0,38,18,0,0,219,24,0,37,0,6,70,0,0,8,0,0,0,0,14,4,0,6,12,6,6,4,4,0,0,2,8,0,0,0,0,0,0,0,0,6,0,0,7,6,0,28,3,0,9,0,0,6,0,0,2,54,32,5,10,4,2,76,8,0,54,2,0,2,55,6,0,0,60,2,18,0,6,3,0,2,3,16,0,0,0,3
SRR3186857,31,2,32,4,24,24,46,246,62,24,0,15,38,0,15,0,248,29,10,2,76,0,10,2,50,17,25,0,8,20,14,123,124,0,0,0,0,4,0,0,62,8,0,3,6,0,20,0,64,209,86,0,10,0,94,8,4,0,78,10,66,9,2,84,130,0,4,38,8,0,4,0,0,44,6,0,1492,36,157,0,0,0,0,2,0,2,138,0,2,4,0,10,85,39,0,14,0,0,66,20,0,0,430,40,0,86,0,6,77,2,0,10,0,0,0,0,16,6,0,14,24,3,14,12,14,0,0,10,30,0,14,0,0,0,0,0,0,20,6,0,16,9,0,60,15,0,21,0,0,15,0,0,2,93,40,21,27,0,2,128,10,0,135,6,2,14,120,10,0,0,129,16,47,0,15,9,0,16,6,20,0,0,0,3
SRR3187101,0,2,0,0,0,0,4,22,4,0,0,0,0,0,0,0,16,3,0,0,4,0,0,0,0,2,2,0,2,0,0,0,8,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,4,14,6,0,0,0,0,0,0,0,4,0,4,3,0,0,4,0,0,2,0,0,0,0,0,0,0,0,61,0,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,24,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,9,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3
SRR3187107,0,0,0,0,0,0,9,22,4,0,0,0,7,0,0,0,16,3,0,0,0,0,0,0,0,0,7,0,0,0,0,2,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,14,6,0,0,0,0,0,0,0,4,0,6,3,0,12,4,0,0,2,0,0,0,0,0,0,0,0,70,9,6,0,0,0,0,0,0,0,8,0,0,0,0,0,4,8,2,4,0,0,4,0,0,0,24,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,6,0,0,10,0,0,6,0,0,17,0,0,0,7,0,0,0,12,2,18,0,6,3,0,0,0,0,0,0,0,0
SRR3187215,0,0,0,0,0,0,6,11,2,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,7,2,0,0,0,4,0,0,0,2,0,4,3,0,8,2,0,0,0,0,0,0,0,0,0,0,0,52,6,3,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,6,0,12,0,0,3,0,0,0,0,0,0,0,0
SRR3187217,0,0,2,0,0,0,6,23,6,0,0,0,0,0,0,0,24,3,0,0,0,0,0,0,0,0,2,0,0,0,0,2,12,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,19,6,0,0,0,2,0,0,0,6,0,8,0,0,14,8,0,0,0,0,0,0,0,0,2,0,0,82,6,8,0,0,0,0,0,0,0,8,0,0,0,0,0,10,2,0,3,2,0,7,0,0,0,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,11,0,0,2,0,0,2,10,0,0,0,12,0,12,0,0,3,0,0,0,0,0,0,0,0
SRR3187438,27,0,24,8,16,4,45,185,50,4,0,10,27,0,27,0,200,24,35,0,64,0,2,4,80,34,22,0,4,13,8,81,100,0,6,0,2,0,0,0,50,2,3,0,6,0,4,2,52,168,77,0,4,2,60,6,4,0,70,4,55,0,2,43,82,2,0,10,8,4,0,0,2,36,15,0,1015,45,108,0,0,0,0,2,0,2,86,2,0,6,0,6,30,35,0,8,0,0,57,8,0,0,291,18,0,43,0,0,56,0,0,4,0,0,0,0,20,0,0,6,15,9,6,4,0,0,0,12,10,0,7,0,0,0,0,0,0,21,3,0,8,3,0,36,27,0,12,0,0,9,0,0,4,75,20,6,15,6,0,94,13,0,53,2,0,2,87,12,0,0,96,8,36,0,9,9,0,0,3,4,0,0,0,0
